episode,runtime_sec,steps,reward,task1_success,task2_success,task3_success,task4_success,task5_success,task6_success,task1_steps,task2_steps,task3_steps,task4_steps,task5_steps,task6_steps,llm_time_task1,llm_time_task2,llm_time_task3,llm_time_task4,llm_time_task5,llm_time_task6,cur_skill_calls
358,48.581316,448,107.959,1,1,1,1,1,1,92,88,120,28,84,36,0.918945,0.918118,0.918059,0.920051,0.93133,0.919171,"0,1,2,3,4,5"
359,48.479438,448,97.999,1,1,1,1,1,1,84,72,140,28,84,40,0.923124,0.919974,0.919941,0.928355,0.915853,0.924981,"0,1,2,3,4,5"
360,45.725318,420,108.0,1,1,1,1,1,1,88,72,120,24,80,36,0.930242,0.925176,0.922334,0.925324,0.919424,0.92791,"0,1,2,3,4,5"
361,44.512765,412,107.979,1,1,1,1,1,1,96,68,112,28,72,36,0.932601,0.925377,0.927189,0.918307,0.921561,0.928261,"0,1,2,3,4,5"
363,50.059644,452,107.879,1,1,1,1,1,1,104,68,112,32,12,32,0.774038,0.927701,0.923482,0.910605,0.919052,0.919316,"0,1,2,3,4,3,4,5"
364,49.6766,460,107.994,1,1,1,1,1,1,92,96,120,24,92,36,0.936605,0.916979,0.925249,0.924097,0.922768,0.913995,"0,1,2,3,4,5"
365,52.57904,488,107.831,1,1,1,1,1,1,116,100,116,32,88,36,0.923639,0.916796,0.92239,0.931846,0.917036,0.917261,"0,1,2,3,4,5"
366,51.377414,476,107.932,1,1,1,1,1,1,96,96,116,48,84,36,0.928665,0.923888,0.915925,0.914075,0.924938,0.915113,"0,1,2,3,4,5"
367,50.073573,464,107.998,1,1,1,1,1,1,92,88,120,32,92,40,0.9148,0.921131,0.927074,0.917133,0.925994,0.921033,"0,1,2,3,4,5"
370,47.954007,448,108.0,1,1,1,1,1,1,88,92,116,28,76,48,0.775013,0.916053,0.916702,0.925955,0.922504,0.917724,"0,1,2,3,4,5"
371,47.67287,440,107.959,1,1,1,1,1,1,84,72,140,28,80,36,0.925561,0.917002,0.923854,0.922802,0.916896,0.921218,"0,1,2,3,4,5"
372,50.189301,464,108.0,1,1,1,1,1,1,92,104,116,32,84,36,0.922573,0.926058,0.917883,0.922122,0.919726,0.928809,"0,1,2,3,4,5"
374,49.040671,456,107.961,1,1,1,1,1,1,96,88,116,32,88,36,0.776934,0.91528,0.928552,0.919534,0.915363,0.919459,"0,1,2,3,4,5"
375,50.392241,468,108.0,1,1,1,1,1,1,88,112,116,28,84,40,0.919359,0.920833,0.9348,0.922371,0.921194,0.916356,"0,1,2,3,4,5"
376,50.11713,464,107.965,1,1,1,1,1,1,92,84,132,32,84,40,0.93333,0.921377,0.927297,0.92586,0.916777,0.942928,"0,1,2,3,4,5"
377,50.388265,468,107.875,1,1,1,1,1,1,104,96,116,28,84,40,0.930594,0.925896,0.918664,0.920169,0.923236,0.920599,"0,1,2,3,4,5"
378,48.481919,448,108.0,1,1,1,1,1,1,84,96,112,32,88,36,0.921022,0.92493,0.922217,0.921768,0.917773,0.916866,"0,1,2,3,4,5"
379,46.166201,424,107.998,1,1,1,1,1,1,84,92,116,28,68,36,0.920422,0.923977,0.924879,0.916704,0.922085,0.91647,"0,1,2,3,4,5"
380,48.288664,448,107.969,1,1,1,1,1,1,96,68,132,28,88,36,0.923717,0.925396,0.925156,0.921008,0.92501,0.918796,"0,1,2,3,4,5"
381,47.592697,440,107.95,1,1,1,1,1,1,92,84,116,28,84,36,0.939421,0.925069,0.926204,0.916216,0.917174,0.926948,"0,1,2,3,4,5"
382,46.106374,424,107.955,1,1,1,1,1,1,84,72,116,24,92,36,0.928296,0.918674,0.938879,0.918786,0.916892,0.925537,"0,1,2,3,4,5"
383,46.582938,428,97.938,1,1,1,1,1,1,92,72,124,28,76,36,0.921669,0.92533,0.919001,0.930033,0.920387,0.916335,"0,1,2,3,4,5"
384,48.578617,448,98.0,1,1,1,1,1,1,92,92,112,28,84,40,0.917068,0.922837,0.923603,0.921695,0.923504,0.930954,"0,1,2,3,4,5"
385,44.999272,412,88.0,1,1,1,1,1,1,92,68,112,28,80,32,0.918501,0.924794,0.919097,0.924403,0.925357,0.924377,"0,1,2,3,4,5"
386,48.184054,444,97.928,1,1,1,1,1,1,88,108,112,28,72,36,0.920009,0.918642,0.92561,0.923853,0.922916,0.926756,"0,1,2,3,4,5"
387,46.799653,432,107.97,1,1,1,1,1,1,96,84,116,28,72,36,0.925336,0.929411,0.922862,0.918372,0.917135,0.922502,"0,1,2,3,4,5"
388,49.682964,460,108.0,1,1,1,1,1,1,88,76,136,28,88,44,0.928464,0.91864,0.931875,0.921429,0.920511,0.92906,"0,1,2,3,4,5"
389,47.779291,440,97.989,1,1,1,1,1,1,92,68,140,28,76,36,0.92064,0.920011,0.919822,0.915357,0.924189,0.924175,"0,1,2,3,4,5"
390,45.478429,420,107.968,1,1,1,1,1,1,96,68,116,28,72,40,0.918181,0.921611,0.913242,0.932194,0.922632,0.924056,"0,1,2,3,4,5"
391,50.278972,468,107.992,1,1,1,1,1,1,96,64,140,36,84,48,0.918053,0.920622,0.914267,0.927074,0.921266,0.917155,"0,1,2,3,4,5"
392,48.885145,452,97.95,1,1,1,1,1,1,88,96,108,32,84,44,0.934944,0.916068,0.918283,0.921856,0.921977,0.915112,"0,1,2,3,4,5"
393,52.377748,488,107.95,1,1,1,1,1,1,96,92,148,28,88,36,0.92486,0.920788,0.918075,0.922159,0.918382,0.930195,"0,1,2,3,4,5"
394,47.272728,436,97.973,1,1,1,1,1,1,92,76,120,28,84,36,0.917581,0.922319,0.912779,0.930537,0.915701,0.916668,"0,1,2,3,4,5"
395,47.269764,436,107.997,1,1,1,1,1,1,84,72,132,28,84,36,0.930843,0.917785,0.913004,0.925761,0.914408,0.914874,"0,1,2,3,4,5"
396,46.580416,428,97.987,1,1,1,1,1,1,96,72,112,28,84,36,0.917346,0.913595,0.925154,0.926207,0.926924,0.923084,"0,1,2,3,4,5"
397,48.754859,452,98.0,1,1,1,1,1,1,88,84,136,28,80,36,0.922723,0.915993,0.914599,0.921994,0.922221,0.920539,"0,1,2,3,4,5"
398,46.607632,428,107.95,1,1,1,1,1,1,88,72,112,32,88,36,0.927255,0.913859,0.924458,0.931095,0.923975,0.918181,"0,1,2,3,4,5"
399,46.872858,432,107.97,1,1,1,1,1,1,88,76,112,32,84,40,0.928735,0.915819,0.918795,0.924904,0.920689,0.913742,"0,1,2,3,4,5"
400,50.062921,464,87.967,1,1,1,1,1,1,84,100,120,28,92,40,0.926718,0.922466,0.920971,0.917303,0.918195,0.916983,"0,1,2,3,4,5"
401,47.405869,440,107.97,1,1,1,1,1,1,96,68,120,32,84,40,0.926345,0.92843,0.927733,0.921104,0.922156,0.927814,"0,1,2,3,4,5"
402,48.184265,444,97.979,1,1,1,1,1,1,84,96,120,24,84,36,0.926385,0.924064,0.923245,0.923059,0.925905,0.922479,"0,1,2,3,4,5"
403,46.010584,424,98.0,1,1,1,1,1,1,84,72,116,28,84,40,0.92325,0.923451,0.924159,0.925984,0.922504,0.931917,"0,1,2,3,4,5"
404,49.168032,456,107.946,1,1,1,1,1,1,92,96,116,28,84,40,0.918509,0.916698,0.92579,0.915603,0.918914,0.923805,"0,1,2,3,4,5"
405,48.964762,452,107.927,1,1,1,1,1,1,100,80,124,28,88,32,0.926325,0.91421,0.916204,0.921866,0.919094,0.925358,"0,1,2,3,4,5"
406,46.785919,432,107.993,1,1,1,1,1,1,88,72,120,28,84,40,0.920758,0.923062,0.917549,0.920803,0.917882,0.922044,"0,1,2,3,4,5"
407,45.403443,416,107.998,1,1,1,1,1,1,84,72,116,36,76,32,0.923954,0.924652,0.925274,0.924281,0.91878,0.937567,"0,1,2,3,4,5"
408,48.488872,448,107.987,1,1,1,1,1,1,96,84,124,28,80,36,0.925234,0.921263,0.92006,0.914771,0.926011,0.926613,"0,1,2,3,4,5"
409,44.96206,412,97.996,1,1,1,1,1,1,84,72,116,28,76,36,0.919848,0.917706,0.933305,0.910971,0.917108,0.923268,"0,1,2,3,4,5"
410,44.591507,408,97.995,1,1,1,1,1,1,92,72,108,28,76,32,0.921027,0.929766,0.91885,0.927781,0.919776,0.922527,"0,1,2,3,4,5"
411,44.978299,412,97.986,1,1,1,1,1,1,92,68,116,28,76,32,0.924876,0.917001,0.914622,0.91993,0.926832,0.922535,"0,1,2,3,4,5"
412,48.08984,444,108.0,1,1,1,1,1,1,92,72,116,40,88,36,0.916972,0.92416,0.926997,0.916833,0.912891,0.927113,"0,1,2,3,4,5"
413,50.158536,464,98.0,1,1,1,1,1,1,96,84,108,28,112,36,0.922758,0.919001,0.919363,0.916608,0.922986,0.918993,"0,1,2,3,4,5"
414,49.978625,464,107.922,1,1,1,1,1,1,92,96,116,32,88,40,0.92088,0.915381,0.918676,0.916388,0.919824,0.937396,"0,1,2,3,4,5"
415,46.11636,424,108.94,1,1,1,1,1,1,92,68,116,28,84,36,0.930754,0.934639,0.933638,0.920897,0.923441,0.912128,"0,1,2,3,4,5"
417,45.668315,424,108.0,1,1,1,1,1,1,88,68,112,32,84,40,0.786423,0.926198,0.920422,0.92016,0.926625,0.923217,"0,1,2,3,4,5"
418,48.789354,452,97.976,1,1,1,1,1,1,92,96,112,32,68,52,0.921059,0.916245,0.930603,0.920188,0.92082,0.931986,"0,1,2,3,4,5"
419,47.389899,436,107.966,1,1,1,1,1,1,96,72,112,28,92,36,0.928105,0.920222,0.919722,0.921068,0.931786,0.919476,"0,1,2,3,4,5"
420,47.801605,440,98.0,1,1,1,1,1,1,88,72,132,28,84,36,0.925687,0.915257,0.939491,0.918675,0.928533,0.924218,"0,1,2,3,4,5"
422,45.828782,424,108.0,1,1,1,1,1,1,84,72,116,32,84,36,0.785984,0.925288,0.922423,0.927681,0.916339,0.922396,"0,1,2,3,4,5"
423,47.481984,440,107.967,1,1,1,1,1,1,92,88,116,36,72,36,0.922455,0.923181,0.920625,0.917931,0.927903,0.917007,"0,1,2,3,4,5"
424,49.453755,460,107.925,1,1,1,1,1,1,104,84,124,28,76,44,0.91412,0.921368,0.916711,0.921761,0.921947,0.914901,"0,1,2,3,4,5"
425,46.056931,424,98.0,1,1,1,1,1,1,92,72,120,36,68,36,0.923374,0.919092,0.918993,0.915368,0.918305,0.919337,"0,1,2,3,4,5"
426,47.287579,436,108.997,1,1,1,1,1,1,88,84,112,28,84,40,0.92014,0.920808,0.925942,0.922194,0.927147,0.925918,"0,1,2,3,4,5"
427,48.498055,448,107.982,1,1,1,1,1,1,92,88,116,32,84,36,0.917842,0.93521,0.92692,0.927453,0.917068,0.921061,"0,1,2,3,4,5"
429,47.529608,440,108.0,1,1,1,1,1,1,84,88,120,28,84,36,0.77796,0.921201,0.924604,0.917489,0.928007,0.916318,"0,1,2,3,4,5"
430,47.210656,436,87.921,1,1,1,1,1,1,96,72,116,28,84,40,0.925987,0.919792,0.917649,0.931868,0.925485,0.923409,"0,1,2,3,4,5"
431,49.107945,456,88.0,1,1,1,1,1,1,84,108,104,28,92,40,0.930258,0.915512,0.925799,0.918697,0.92966,0.928946,"0,1,2,3,4,5"
432,50.467158,468,97.996,1,1,1,1,1,1,88,68,156,32,84,40,0.921491,0.91769,0.92663,0.920851,0.920607,0.921266,"0,1,2,3,4,5"
433,46.187707,424,97.995,1,1,1,1,1,1,92,72,120,28,80,32,0.924411,0.925879,0.921368,0.918925,0.922127,0.92153,"0,1,2,3,4,5"
435,56.716505,436,98.996,1,1,1,1,1,1,88,88,108,28,88,36,10.234642,0.935065,0.926298,0.920086,0.921496,0.928548,"0,1,2,3,4,5"
436,45.091199,416,107.939,1,1,1,1,1,1,92,72,116,28,72,36,0.924302,0.924901,0.922716,0.926218,0.914507,0.925341,"0,1,2,3,4,5"
437,47.169371,436,107.997,1,1,1,1,1,1,88,76,116,24,92,40,0.927146,0.923524,0.91464,0.912725,0.920779,0.929234,"0,1,2,3,4,5"
438,48.978962,452,107.945,1,1,1,1,1,1,92,72,132,32,84,40,0.918791,0.921183,0.927206,0.923772,0.923323,0.918022,"0,1,2,3,4,5"
439,48.496874,448,107.952,1,1,1,1,1,1,92,88,116,28,84,40,0.947141,0.915743,0.923459,0.922624,0.926784,0.930464,"0,1,2,3,4,5"
440,49.802641,460,97.99,1,1,1,1,1,1,92,72,148,24,88,36,0.922199,0.916781,0.92264,0.934654,0.923427,0.924229,"0,1,2,3,4,5"
441,48.785682,452,108.0,1,1,1,1,1,1,96,84,116,48,72,36,0.925817,0.921501,0.920515,0.923831,0.923507,0.926643,"0,1,2,3,4,5"
442,50.869265,472,107.982,1,1,1,1,1,1,92,100,128,32,84,36,0.929467,0.919435,0.921281,0.916429,0.929035,0.915239,"0,1,2,3,4,5"
443,51.807849,480,107.892,1,1,1,1,1,1,108,104,116,32,84,36,0.929593,0.926359,0.921158,0.919693,0.929463,0.921896,"0,1,2,3,4,5"
444,51.363809,476,107.982,1,1,1,1,1,1,96,88,132,28,96,36,0.918422,0.920226,0.925271,0.916599,0.924054,0.921024,"0,1,2,3,4,5"
445,44.579877,408,107.936,1,1,1,1,1,1,88,72,112,32,68,36,0.928487,0.919274,0.915759,0.926517,0.919641,0.921386,"0,1,2,3,4,5"
448,47.868744,444,108.935,1,1,1,1,1,1,88,92,112,28,88,36,0.780887,0.925136,0.920859,0.934274,0.918359,0.917684,"0,1,2,3,4,5"
449,49.55962,460,107.903,1,1,1,1,1,1,100,88,116,32,84,40,0.927778,0.921484,0.915954,0.920013,0.918817,0.917544,"0,1,2,3,4,5"
450,48.878565,452,107.997,1,1,1,1,1,1,84,72,136,36,84,40,0.929046,0.916056,0.926503,0.925037,0.91633,0.933312,"0,1,2,3,4,5"
451,50.287837,468,107.965,1,1,1,1,1,1,96,100,120,32,84,36,0.931949,0.915992,0.918675,0.925117,0.923995,0.918049,"0,1,2,3,4,5"
452,50.208353,464,107.962,1,1,1,1,1,1,96,80,124,24,100,40,0.930601,0.931167,0.92625,0.918262,0.925914,0.919888,"0,1,2,3,4,5"
453,47.771314,440,107.904,1,1,1,1,1,1,96,68,112,32,96,36,0.919222,0.930924,0.917264,0.915344,0.914014,0.929097,"0,1,2,3,4,5"
454,51.277704,476,107.998,1,1,1,1,1,1,88,112,112,44,84,36,0.936993,0.913679,0.925419,0.92024,0.914366,0.926838,"0,1,2,3,4,5"
455,46.48746,428,107.932,1,1,1,1,1,1,96,68,112,28,88,36,0.925914,0.913994,0.932043,0.925894,0.924626,0.91651,"0,1,2,3,4,5"
456,47.612951,440,87.98,1,1,1,1,1,1,88,72,128,28,84,40,0.923572,0.915756,0.925444,0.935145,0.922355,0.924627,"0,1,2,3,4,5"
457,46.494724,428,107.96,1,1,1,1,1,1,92,68,116,28,84,40,0.915405,0.925168,0.922875,0.930669,0.918511,0.941479,"0,1,2,3,4,5"
459,49.356107,456,107.9,1,1,1,1,1,1,100,100,116,28,80,32,0.916644,0.929268,0.916689,0.922213,0.919611,0.916667,"0,1,2,3,4,5"
460,46.801873,432,107.997,1,1,1,1,1,1,96,68,120,24,84,40,0.925178,0.920588,0.918075,0.940695,0.920274,0.92053,"0,1,2,3,4,5"
461,48.297857,448,108.0,1,1,1,1,1,1,84,92,124,24,88,36,0.926347,0.930198,0.930616,0.925572,0.91709,0.918819,"0,1,2,3,4,5"
462,49.77429,460,108.0,1,1,1,1,1,1,92,108,116,32,68,44,0.926085,0.926747,0.921085,0.925093,0.918381,0.922338,"0,1,2,3,4,5"
463,48.111303,444,107.929,1,1,1,1,1,1,96,76,116,32,88,36,0.933626,0.920865,0.928404,0.931919,0.919277,0.924176,"0,1,2,3,4,5"
464,50.879734,472,107.949,1,1,1,1,1,1,96,76,124,28,112,36,0.922043,0.912446,0.919052,0.930484,0.922581,0.91539,"0,1,2,3,4,5"
465,46.120982,424,98.0,1,1,1,1,1,1,84,72,116,28,84,40,0.927386,0.923117,0.916522,0.930476,0.917586,0.931159,"0,1,2,3,4,5"
466,49.181612,456,107.965,1,1,1,1,1,1,88,92,124,24,88,40,0.929477,0.931036,0.923495,0.920162,0.915867,0.916482,"0,1,2,3,4,5"
467,49.475992,460,108.0,1,1,1,1,1,1,88,92,128,28,88,36,0.92715,0.92142,0.923189,0.914745,0.921916,0.916421,"0,1,2,3,4,5"
468,45.682063,420,97.92,1,1,1,1,1,1,100,72,112,28,72,36,0.934288,0.920619,0.921546,0.924955,0.919821,0.916003,"0,1,2,3,4,5"
469,49.693402,460,107.97,1,1,1,1,1,1,112,72,124,28,84,40,0.929157,0.917733,0.920933,0.927074,0.915012,0.925038,"0,1,2,3,4,5"
470,46.88365,432,108.0,1,1,1,1,1,1,84,96,120,28,68,36,0.919045,0.927815,0.922929,0.919193,0.918156,0.92874,"0,1,2,3,4,5"
471,49.686216,460,107.985,1,1,1,1,1,1,92,96,112,36,84,40,0.922029,0.920454,0.92247,0.930192,0.92275,0.921268,"0,1,2,3,4,5"
472,49.786124,460,107.991,1,1,1,1,1,1,88,124,116,28,68,36,0.930106,0.922419,0.923916,0.917785,0.920855,0.926689,"0,1,2,3,4,5"
474,58.625392,456,108.0,1,1,1,1,1,1,92,92,116,32,84,40,10.262635,0.922661,0.921815,0.921595,0.931338,0.921879,"0,1,2,3,4,5"
475,48.229533,444,107.965,1,1,1,1,1,1,96,72,112,32,96,36,0.926471,0.941518,0.924681,0.935566,0.926077,0.918849,"0,1,2,3,4,5"
477,57.949032,548,87.715,1,1,1,1,1,1,84,72,232,28,96,36,0.778781,0.922519,0.927853,0.926235,0.92247,0.921148,"0,1,2,3,4,5"
478,49.181815,456,98.0,1,1,1,1,1,1,88,112,116,28,76,36,0.930281,0.920453,0.91645,0.91489,0.914368,0.918668,"0,1,2,3,4,5"
479,48.36881,448,97.977,1,1,1,1,1,1,108,72,116,28,84,40,0.922887,0.918751,0.921649,0.921275,0.923655,0.915753,"0,1,2,3,4,5"
480,49.784285,460,107.944,1,1,1,1,1,1,92,104,116,28,84,36,0.932176,0.921318,0.92618,0.923485,0.919264,0.917788,"0,1,2,3,4,5"
481,47.574149,440,97.995,1,1,1,1,1,1,96,88,108,28,84,36,0.934648,0.929365,0.916706,0.922104,0.917581,0.918063,"0,1,2,3,4,5"
482,47.400933,436,108.0,1,1,1,1,1,1,88,68,120,28,96,36,0.921705,0.926684,0.922993,0.914156,0.931046,0.934923,"0,1,2,3,4,5"
483,47.806849,440,107.885,1,1,1,1,1,1,108,68,112,28,88,36,0.943703,0.923055,0.920455,0.930821,0.917661,0.920615,"0,1,2,3,4,5"
484,46.987933,432,97.988,1,1,1,1,1,1,88,88,112,28,80,36,0.931171,0.919001,0.929583,0.917059,0.92963,0.920108,"0,1,2,3,4,5"
485,44.986627,412,97.951,1,1,1,1,1,1,100,68,112,28,72,32,0.929901,0.919252,0.921228,0.916383,0.927221,0.923254,"0,1,2,3,4,5"
486,52.565419,488,107.961,1,1,1,1,1,1,92,128,124,32,80,32,0.919389,0.916025,0.918391,0.917037,0.933139,0.917284,"0,1,2,3,4,5"
487,47.089777,436,97.999,1,1,1,1,1,1,84,68,124,24,88,48,0.931006,0.923564,0.920687,0.933746,0.925114,0.916473,"0,1,2,3,4,5"
488,49.490607,460,107.917,1,1,1,1,1,1,92,96,116,28,88,40,0.922681,0.923298,0.921955,0.930507,0.923566,0.918906,"0,1,2,3,4,5"
489,48.80576,452,98.0,1,1,1,1,1,1,84,100,120,28,72,48,0.931423,0.924711,0.92256,0.921063,0.924979,0.931745,"0,1,2,3,4,5"
490,49.058578,456,108.0,1,1,1,1,1,1,84,104,116,28,84,40,0.919409,0.915226,0.916411,0.923778,0.915569,0.921135,"0,1,2,3,4,5"
491,50.595841,468,107.99,1,1,1,1,1,1,92,68,144,28,104,32,0.929154,0.920524,0.921016,0.929325,0.914187,0.930418,"0,1,2,3,4,5"
492,41.915508,384,78.0,1,1,1,1,1,1,84,72,104,32,84,8,0.92845,0.918574,0.921209,0.929978,0.924475,0.919772,"0,1,2,3,4,5"
494,45.535903,420,88.0,1,1,1,1,1,1,84,72,116,28,84,36,0.781617,0.919486,0.917917,0.915177,0.921086,0.930919,"0,1,2,3,4,5"
495,47.99007,444,107.917,1,1,1,1,1,1,96,84,120,28,76,40,0.939448,0.917017,0.923847,0.914735,0.924046,0.926717,"0,1,2,3,4,5"
496,51.252571,476,107.902,1,1,1,1,1,1,116,84,124,28,84,40,0.925595,0.926713,0.931954,0.932734,0.931016,0.923372,"0,1,2,3,4,5"
497,49.192985,456,107.967,1,1,1,1,1,1,100,88,116,28,84,40,0.925577,0.936359,0.9235,0.924553,0.922177,0.918735,"0,1,2,3,4,5"
498,48.189316,444,97.949,1,1,1,1,1,1,92,72,120,36,88,36,0.926725,0.926095,0.924512,0.924396,0.922774,0.91707,"0,1,2,3,4,5"
499,46.39146,428,107.999,1,1,1,1,1,1,84,72,120,28,84,40,0.922668,0.930829,0.927692,0.925981,0.925077,0.91953,"0,1,2,3,4,5"
