episode,runtime_sec,steps,reward,failure_reason,task1_success,task2_success,task3_success,task4_success,task5_success,task6_success,task1_steps,task2_steps,task3_steps,task4_steps,task5_steps,task6_steps,llm_time_task1,llm_time_task2,llm_time_task3,llm_time_task4,llm_time_task5,llm_time_task6,cur_skill_calls,third_reward10_count,third_reward10_three,collision_flag
463,43.015023,432,97.934,,1,1,1,1,1,1,104,72,100,32,80,44,1.047405,0.942147,1.064332,1.072608,1.059966,1.003808,"0,1,2,3,4,5",2,0,0
464,44.028657,440,98.000,,1,1,1,1,1,1,96,96,104,32,76,36,0.926603,1.031535,0.943886,0.936331,0.969281,0.955744,"0,1,2,3,4,5",2,0,0
465,10.022029,100,7.000,collision,1,0,0,0,0,0,96,4,0,0,0,0,0.957969,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
466,14.013088,140,6.987,collision,1,0,0,0,0,0,136,4,0,0,0,0,1.046777,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
467,48.620893,488,98.000,,1,1,1,1,1,1,100,116,104,44,80,44,0.965389,1.040610,0.913070,1.028773,1.035774,0.922170,"0,1,2,3,4,5",2,0,0
468,0.516730,8,-5.020,collision,0,0,0,0,0,0,8,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
469,11.123256,112,6.983,collision,1,0,0,0,0,0,104,8,0,0,0,0,0.965788,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
470,47.523632,476,97.933,,1,1,1,1,1,1,108,108,104,40,80,36,1.000882,1.072283,1.037351,0.967006,0.931582,1.076040,"0,1,2,3,4,5",2,0,0
471,15.109730,152,7.902,collision,1,0,0,0,0,0,140,12,0,0,0,0,0.964134,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
472,45.517703,456,97.967,,1,1,1,1,1,1,92,92,100,48,80,44,0.950446,0.934185,0.938553,1.045723,1.020097,0.985952,"0,1,2,3,4,5",2,0,0
473,51.518992,516,97.946,,1,1,1,1,1,1,104,120,104,68,80,40,1.009913,0.995337,1.007784,1.030630,0.950326,0.955548,"0,1,2,3,4,5",2,0,0
474,9.528748,96,7.000,collision,1,0,0,0,0,0,92,4,0,0,0,0,1.046942,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
475,44.811606,448,98.000,,1,1,1,1,1,1,100,72,132,32,68,44,0.925706,0.991437,1.037791,0.925070,1.012248,0.922090,"0,1,2,3,4,5",2,0,0
476,50.833984,508,97.967,,1,1,1,1,1,1,116,104,120,48,80,40,0.970117,1.004720,0.931920,0.947990,1.015880,0.927370,"0,1,2,3,4,5",2,0,0
477,10.508276,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.002916,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
478,46.734279,468,97.925,,1,1,1,1,1,1,92,72,152,36,72,44,0.992657,1.003462,0.993388,0.921389,0.994429,1.056357,"0,1,2,3,4,5",2,0,0
479,9.747034,100,7.000,collision,1,0,0,0,0,0,92,8,0,0,0,0,1.041274,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
480,45.573831,456,97.978,,1,1,1,1,1,1,100,100,104,32,80,40,1.058105,1.045376,1.015284,0.919120,0.972470,0.922460,"0,1,2,3,4,5",2,0,0
481,45.716942,460,88.000,,1,1,1,1,1,1,92,104,104,32,80,48,1.090088,1.079351,0.923425,1.079219,0.916666,0.984668,"0,1,2,3,4,5",1,0,0
482,44.723108,448,88.000,,1,1,1,1,1,1,96,68,116,32,88,48,1.049499,1.048938,1.086468,1.027349,0.986711,1.089856,"0,1,2,3,4,5",1,0,0
483,11.633091,116,6.996,collision,1,0,0,0,0,0,104,12,0,0,0,0,0.979477,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
484,58.208073,584,97.975,,1,1,1,1,1,1,144,140,100,76,80,44,1.074336,0.978664,1.033982,1.030256,1.008136,1.028726,"0,1,2,3,4,5",2,0,0
485,0.111292,4,-5.000,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
486,9.520935,96,6.963,collision,1,0,0,0,0,0,92,4,0,0,0,0,0.951080,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
487,10.217495,104,6.964,collision,1,0,0,0,0,0,100,4,0,0,0,0,0.915044,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
488,0.427411,4,-5.015,collision,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,1
489,11.142805,112,6.970,collision,1,0,0,0,0,0,108,4,0,0,0,0,0.973364,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
490,45.391034,456,97.917,,1,1,1,1,1,1,108,72,104,36,88,48,1.079856,1.041590,0.931285,1.056856,0.986547,1.049038,"0,1,2,3,4,5",2,0,0
491,10.812608,108,7.000,collision,1,0,0,0,0,0,104,4,0,0,0,0,1.070199,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
492,11.734277,120,6.972,collision,1,0,0,0,0,0,112,8,0,0,0,0,0.948098,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
493,48.315120,484,97.905,,1,1,1,1,1,1,120,108,108,48,64,36,0.917090,1.018704,1.037704,0.919736,1.043503,0.983436,"0,1,2,3,4,5",2,0,0
494,10.613902,108,6.926,collision,1,0,0,0,0,0,100,8,0,0,0,0,0.953209,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
495,10.519909,108,8.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.066580,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
496,47.632924,476,88.000,,1,1,1,1,1,1,100,68,124,64,80,40,1.001744,0.963070,1.057966,1.042775,0.968431,1.018706,"0,1,2,3,4,5",1,0,0
497,10.821681,108,7.000,collision,1,0,0,0,0,0,100,8,0,0,0,0,1.032134,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
498,47.519508,476,97.955,,1,1,1,1,1,1,108,72,124,48,80,44,0.965331,0.936769,1.029943,0.950774,0.965107,0.921957,"0,1,2,3,4,5",2,0,0
499,44.519942,448,97.983,,1,1,1,1,1,1,104,68,104,52,72,48,1.081925,1.069484,1.075203,1.023766,0.987941,1.000257,"0,1,2,3,4,5",2,0,0
500,11.203357,112,7.947,collision,1,0,0,0,0,0,100,12,0,0,0,0,1.085566,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,1
